run_id,ts,slug,tick,trade_id,intent_kind,side,qty,intent_price,time_left_sec,status,reason,fill_price,qty_tokens,notional_usd,proceeds_usd,data
20260713_114134_threshold_sim,1783918368,btc-updown-15m-1783917900,3891,10,buy,up,10.0,0.81,433,filled,,0.81,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 3891, ""side"": ""up"", ""price"": 0.81, ""qty_tokens"": 10.0, ""time_left_sec"": 433, ""ts"": 1783918368}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 3891, ""side"": ""up"", ""ts"": 1783918368, ""status"": ""filled"", ""reason"": """", ""token_id"": ""45592388398270576521068591362819801857480797717544852229243306053758033080409"", ""qty_tokens"": 10.0, ""fill_price"": 0.81, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783918385,btc-updown-15m-1783917900,3906,11,exit_sl,up,10.0,0.75,416,filled,,0.75,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_sl"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 3906, ""side"": ""up"", ""price"": 0.75, ""qty_tokens"": 10.0, ""time_left_sec"": 416, ""ts"": 1783918385}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_sl"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 3906, ""side"": ""up"", ""ts"": 1783918385, ""status"": ""filled"", ""reason"": """", ""token_id"": ""45592388398270576521068591362819801857480797717544852229243306053758033080409"", ""qty_tokens"": 10.0, ""fill_price"": 0.75, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783918386,btc-updown-15m-1783917900,3993,21,buy,down,10.0,0.3,415,filled,,0.3,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 3993, ""side"": ""down"", ""price"": 0.3, ""qty_tokens"": 10.0, ""time_left_sec"": 415, ""ts"": 1783918386}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 3993, ""side"": ""down"", ""ts"": 1783918386, ""status"": ""filled"", ""reason"": """", ""token_id"": ""55485303744804295080538134104054137675971228322193935724704143894079087745286"", ""qty_tokens"": 10.0, ""fill_price"": 0.3, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783918403,btc-updown-15m-1783917900,4010,22,exit_time,down,10.0,0.23,398,filled,,0.23,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4010, ""side"": ""down"", ""price"": 0.23, ""qty_tokens"": 10.0, ""time_left_sec"": 398, ""ts"": 1783918403}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4010, ""side"": ""down"", ""ts"": 1783918403, ""status"": ""filled"", ""reason"": """", ""token_id"": ""55485303744804295080538134104054137675971228322193935724704143894079087745286"", ""qty_tokens"": 10.0, ""fill_price"": 0.23, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783918426,btc-updown-15m-1783917900,4033,23,buy,down,10.0,0.28,375,filled,,0.28,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4033, ""side"": ""down"", ""price"": 0.28, ""qty_tokens"": 10.0, ""time_left_sec"": 375, ""ts"": 1783918426}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4033, ""side"": ""down"", ""ts"": 1783918426, ""status"": ""filled"", ""reason"": """", ""token_id"": ""55485303744804295080538134104054137675971228322193935724704143894079087745286"", ""qty_tokens"": 10.0, ""fill_price"": 0.28, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783918440,btc-updown-15m-1783917900,4047,24,exit_time,down,10.0,0.25,361,filled,,0.25,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4047, ""side"": ""down"", ""price"": 0.25, ""qty_tokens"": 10.0, ""time_left_sec"": 361, ""ts"": 1783918440}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4047, ""side"": ""down"", ""ts"": 1783918440, ""status"": ""filled"", ""reason"": """", ""token_id"": ""55485303744804295080538134104054137675971228322193935724704143894079087745286"", ""qty_tokens"": 10.0, ""fill_price"": 0.25, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783918616,btc-updown-15m-1783917900,4222,25,buy,down,10.0,0.25,185,filled,,0.25,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4222, ""side"": ""down"", ""price"": 0.25, ""qty_tokens"": 10.0, ""time_left_sec"": 185, ""ts"": 1783918616}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4222, ""side"": ""down"", ""ts"": 1783918616, ""status"": ""filled"", ""reason"": """", ""token_id"": ""55485303744804295080538134104054137675971228322193935724704143894079087745286"", ""qty_tokens"": 10.0, ""fill_price"": 0.25, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783918778,btc-updown-15m-1783917900,4369,26,exit_tp,down,10.0,0.99,23,filled,,0.99,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4369, ""side"": ""down"", ""price"": 0.99, ""qty_tokens"": 10.0, ""time_left_sec"": 23, ""ts"": 1783918778}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783917900"", ""tick"": 4369, ""side"": ""down"", ""ts"": 1783918778, ""status"": ""filled"", ""reason"": """", ""token_id"": ""55485303744804295080538134104054137675971228322193935724704143894079087745286"", ""qty_tokens"": 10.0, ""fill_price"": 0.99, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783919251,btc-updown-15m-1783918800,4728,12,buy,up,10.0,0.88,450,filled,,0.88,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783918800"", ""tick"": 4728, ""side"": ""up"", ""price"": 0.88, ""qty_tokens"": 10.0, ""time_left_sec"": 450, ""ts"": 1783919251}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783918800"", ""tick"": 4728, ""side"": ""up"", ""ts"": 1783919251, ""status"": ""filled"", ""reason"": """", ""token_id"": ""66226000849457162999809048634636496660055232350518024933592769941918341736895"", ""qty_tokens"": 10.0, ""fill_price"": 0.88, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783919417,btc-updown-15m-1783918800,4894,13,exit_tp,up,10.0,0.99,283,filled,,0.99,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783918800"", ""tick"": 4894, ""side"": ""up"", ""price"": 0.99, ""qty_tokens"": 10.0, ""time_left_sec"": 283, ""ts"": 1783919417}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783918800"", ""tick"": 4894, ""side"": ""up"", ""ts"": 1783919417, ""status"": ""filled"", ""reason"": """", ""token_id"": ""66226000849457162999809048634636496660055232350518024933592769941918341736895"", ""qty_tokens"": 10.0, ""fill_price"": 0.99, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783920148,btc-updown-15m-1783919700,5640,27,buy,down,10.0,0.48,453,filled,,0.48,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5640, ""side"": ""down"", ""price"": 0.48, ""qty_tokens"": 10.0, ""time_left_sec"": 453, ""ts"": 1783920148}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5640, ""side"": ""down"", ""ts"": 1783920148, ""status"": ""filled"", ""reason"": """", ""token_id"": ""12428528838816110335681977603237811090582132227966290746135706781000570240454"", ""qty_tokens"": 10.0, ""fill_price"": 0.48, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783920199,btc-updown-15m-1783919700,5630,14,buy,down,10.0,0.86,402,filled,,0.86,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5630, ""side"": ""down"", ""price"": 0.86, ""qty_tokens"": 10.0, ""time_left_sec"": 402, ""ts"": 1783920199}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5630, ""side"": ""down"", ""ts"": 1783920199, ""status"": ""filled"", ""reason"": """", ""token_id"": ""12428528838816110335681977603237811090582132227966290746135706781000570240454"", ""qty_tokens"": 10.0, ""fill_price"": 0.86, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783920449,btc-updown-15m-1783919700,5939,28,exit_tp,down,10.0,0.98,152,filled,,0.98,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5939, ""side"": ""down"", ""price"": 0.98, ""qty_tokens"": 10.0, ""time_left_sec"": 152, ""ts"": 1783920449}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5939, ""side"": ""down"", ""ts"": 1783920449, ""status"": ""filled"", ""reason"": """", ""token_id"": ""12428528838816110335681977603237811090582132227966290746135706781000570240454"", ""qty_tokens"": 10.0, ""fill_price"": 0.98, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783920456,btc-updown-15m-1783919700,5884,15,exit_tp,down,10.0,0.99,145,filled,,0.99,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5884, ""side"": ""down"", ""price"": 0.99, ""qty_tokens"": 10.0, ""time_left_sec"": 145, ""ts"": 1783920456}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783919700"", ""tick"": 5884, ""side"": ""down"", ""ts"": 1783920456, ""status"": ""filled"", ""reason"": """", ""token_id"": ""12428528838816110335681977603237811090582132227966290746135706781000570240454"", ""qty_tokens"": 10.0, ""fill_price"": 0.99, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783921405,btc-updown-15m-1783920600,6891,29,buy,down,10.0,0.009,96,filled,,0.009,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783920600"", ""tick"": 6891, ""side"": ""down"", ""price"": 0.009, ""qty_tokens"": 10.0, ""time_left_sec"": 96, ""ts"": 1783921405}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783920600"", ""tick"": 6891, ""side"": ""down"", ""ts"": 1783921405, ""status"": ""filled"", ""reason"": """", ""token_id"": ""38798280629242554727025831720076676286109340673640647244604399410368943238849"", ""qty_tokens"": 10.0, ""fill_price"": 0.009, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783921951,btc-updown-15m-1783921500,7433,30,exit_time,down,10.0,0.53,450,filled,,0.53,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7433, ""side"": ""down"", ""price"": 0.53, ""qty_tokens"": 10.0, ""time_left_sec"": 450, ""ts"": 1783921951}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7433, ""side"": ""down"", ""ts"": 1783921951, ""status"": ""filled"", ""reason"": """", ""token_id"": ""20858032640215142560053830644015610259712088742480945150668954429074122080516"", ""qty_tokens"": 10.0, ""fill_price"": 0.53, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783921952,btc-updown-15m-1783921500,7434,31,buy,up,10.0,0.49,449,filled,,0.49,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7434, ""side"": ""up"", ""price"": 0.49, ""qty_tokens"": 10.0, ""time_left_sec"": 449, ""ts"": 1783921952}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7434, ""side"": ""up"", ""ts"": 1783921952, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10143885514825840754347578752246863990701352950444427337904746177344516799833"", ""qty_tokens"": 10.0, ""fill_price"": 0.49, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783921963,btc-updown-15m-1783921500,7445,32,exit_time,up,10.0,0.45,438,filled,,0.45,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7445, ""side"": ""up"", ""price"": 0.45, ""qty_tokens"": 10.0, ""time_left_sec"": 438, ""ts"": 1783921963}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7445, ""side"": ""up"", ""ts"": 1783921963, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10143885514825840754347578752246863990701352950444427337904746177344516799833"", ""qty_tokens"": 10.0, ""fill_price"": 0.45, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783922185,btc-updown-15m-1783921500,7547,16,buy,down,10.0,0.83,216,filled,,0.83,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7547, ""side"": ""down"", ""price"": 0.83, ""qty_tokens"": 10.0, ""time_left_sec"": 216, ""ts"": 1783922185}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7547, ""side"": ""down"", ""ts"": 1783922185, ""status"": ""filled"", ""reason"": """", ""token_id"": ""20858032640215142560053830644015610259712088742480945150668954429074122080516"", ""qty_tokens"": 10.0, ""fill_price"": 0.83, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783922208,btc-updown-15m-1783921500,7570,17,exit_sl,down,10.0,0.75,193,filled,,0.75,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_sl"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7570, ""side"": ""down"", ""price"": 0.75, ""qty_tokens"": 10.0, ""time_left_sec"": 193, ""ts"": 1783922208}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_sl"", ""slug"": ""btc-updown-15m-1783921500"", ""tick"": 7570, ""side"": ""down"", ""ts"": 1783922208, ""status"": ""filled"", ""reason"": """", ""token_id"": ""20858032640215142560053830644015610259712088742480945150668954429074122080516"", ""qty_tokens"": 10.0, ""fill_price"": 0.75, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922726,btc-updown-15m-1783922400,8180,33,buy,down,10.0,0.32,574,filled,,0.32,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8180, ""side"": ""down"", ""price"": 0.32, ""qty_tokens"": 10.0, ""time_left_sec"": 574, ""ts"": 1783922726}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8180, ""side"": ""down"", ""ts"": 1783922726, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.32, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922729,btc-updown-15m-1783922400,8183,34,exit_time,down,10.0,0.25,571,filled,,0.25,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8183, ""side"": ""down"", ""price"": 0.25, ""qty_tokens"": 10.0, ""time_left_sec"": 571, ""ts"": 1783922729}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8183, ""side"": ""down"", ""ts"": 1783922729, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.25, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922744,btc-updown-15m-1783922400,8197,35,buy,down,10.0,0.32,557,filled,,0.32,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8197, ""side"": ""down"", ""price"": 0.32, ""qty_tokens"": 10.0, ""time_left_sec"": 557, ""ts"": 1783922744}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8197, ""side"": ""down"", ""ts"": 1783922744, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.32, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922870,btc-updown-15m-1783922400,8310,36,exit_time,down,10.0,0.29,432,filled,,0.29,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8310, ""side"": ""down"", ""price"": 0.29, ""qty_tokens"": 10.0, ""time_left_sec"": 432, ""ts"": 1783922870}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8310, ""side"": ""down"", ""ts"": 1783922870, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.29, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922880,btc-updown-15m-1783922400,8319,37,buy,down,10.0,0.33,421,filled,,0.33,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8319, ""side"": ""down"", ""price"": 0.33, ""qty_tokens"": 10.0, ""time_left_sec"": 421, ""ts"": 1783922880}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8319, ""side"": ""down"", ""ts"": 1783922880, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.33, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922883,btc-updown-15m-1783922400,8322,38,exit_time,down,10.0,0.3,418,filled,,0.3,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8322, ""side"": ""down"", ""price"": 0.3, ""qty_tokens"": 10.0, ""time_left_sec"": 418, ""ts"": 1783922883}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8322, ""side"": ""down"", ""ts"": 1783922883, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.3, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922918,btc-updown-15m-1783922400,8353,39,buy,down,10.0,0.36,383,filled,,0.36,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8353, ""side"": ""down"", ""price"": 0.36, ""qty_tokens"": 10.0, ""time_left_sec"": 383, ""ts"": 1783922918}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8353, ""side"": ""down"", ""ts"": 1783922918, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.36, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783922926,btc-updown-15m-1783922400,8360,40,exit_time,down,10.0,0.31,375,filled,,0.31,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8360, ""side"": ""down"", ""price"": 0.31, ""qty_tokens"": 10.0, ""time_left_sec"": 375, ""ts"": 1783922926}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8360, ""side"": ""down"", ""ts"": 1783922926, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.31, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783922944,btc-updown-15m-1783922400,8284,18,buy,up,10.0,0.8,357,filled,,0.8,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8284, ""side"": ""up"", ""price"": 0.8, ""qty_tokens"": 10.0, ""time_left_sec"": 357, ""ts"": 1783922944}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8284, ""side"": ""up"", ""ts"": 1783922944, ""status"": ""filled"", ""reason"": """", ""token_id"": ""67918608017022090341349787655794254166833185854784180214404004036989060350491"", ""qty_tokens"": 10.0, ""fill_price"": 0.8, ""data"": {}, ""debug"": {}}}"
20260713_114134_threshold_sim,1783923019,btc-updown-15m-1783922400,8349,19,exit_sl,up,10.0,0.73,282,filled,,0.73,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_sl"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8349, ""side"": ""up"", ""price"": 0.73, ""qty_tokens"": 10.0, ""time_left_sec"": 282, ""ts"": 1783923019}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_sl"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8349, ""side"": ""up"", ""ts"": 1783923019, ""status"": ""filled"", ""reason"": """", ""token_id"": ""67918608017022090341349787655794254166833185854784180214404004036989060350491"", ""qty_tokens"": 10.0, ""fill_price"": 0.73, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783923022,btc-updown-15m-1783922400,8444,41,buy,down,10.0,0.31,279,filled,,0.31,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8444, ""side"": ""down"", ""price"": 0.31, ""qty_tokens"": 10.0, ""time_left_sec"": 279, ""ts"": 1783923022}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8444, ""side"": ""down"", ""ts"": 1783923022, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.31, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783923171,btc-updown-15m-1783922400,8576,42,exit_tp,down,10.0,0.98,130,filled,,0.98,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8576, ""side"": ""down"", ""price"": 0.98, ""qty_tokens"": 10.0, ""time_left_sec"": 130, ""ts"": 1783923171}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_tp"", ""slug"": ""btc-updown-15m-1783922400"", ""tick"": 8576, ""side"": ""down"", ""ts"": 1783923171, ""status"": ""filled"", ""reason"": """", ""token_id"": ""10667030499422576707895695939809977243546358807349348377515186004577252840276"", ""qty_tokens"": 10.0, ""fill_price"": 0.98, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783923781,btc-updown-15m-1783923300,9125,43,buy,up,10.0,0.46,420,filled,,0.46,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9125, ""side"": ""up"", ""price"": 0.46, ""qty_tokens"": 10.0, ""time_left_sec"": 420, ""ts"": 1783923781}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9125, ""side"": ""up"", ""ts"": 1783923781, ""status"": ""filled"", ""reason"": """", ""token_id"": ""91931994648892217306015303085716541970202977135961179123910475346859789294822"", ""qty_tokens"": 10.0, ""fill_price"": 0.46, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783923799,btc-updown-15m-1783923300,9143,44,exit_time,up,10.0,0.37,402,filled,,0.37,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9143, ""side"": ""up"", ""price"": 0.37, ""qty_tokens"": 10.0, ""time_left_sec"": 402, ""ts"": 1783923799}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9143, ""side"": ""up"", ""ts"": 1783923799, ""status"": ""filled"", ""reason"": """", ""token_id"": ""91931994648892217306015303085716541970202977135961179123910475346859789294822"", ""qty_tokens"": 10.0, ""fill_price"": 0.37, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783923807,btc-updown-15m-1783923300,9150,45,buy,up,10.0,0.44,394,filled,,0.44,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9150, ""side"": ""up"", ""price"": 0.44, ""qty_tokens"": 10.0, ""time_left_sec"": 394, ""ts"": 1783923807}, ""trade"": {""type"": ""trade"", ""kind"": ""buy"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9150, ""side"": ""up"", ""ts"": 1783923807, ""status"": ""filled"", ""reason"": """", ""token_id"": ""91931994648892217306015303085716541970202977135961179123910475346859789294822"", ""qty_tokens"": 10.0, ""fill_price"": 0.44, ""data"": {}, ""debug"": {}}}"
20260713_114131_ma_breakout_sim,1783923812,btc-updown-15m-1783923300,9155,46,exit_time,up,10.0,0.42,389,filled,,0.42,10.0,,,"{""intent"": {""type"": ""intent"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9155, ""side"": ""up"", ""price"": 0.42, ""qty_tokens"": 10.0, ""time_left_sec"": 389, ""ts"": 1783923812}, ""trade"": {""type"": ""trade"", ""kind"": ""exit_time"", ""slug"": ""btc-updown-15m-1783923300"", ""tick"": 9155, ""side"": ""up"", ""ts"": 1783923812, ""status"": ""filled"", ""reason"": """", ""token_id"": ""91931994648892217306015303085716541970202977135961179123910475346859789294822"", ""qty_tokens"": 10.0, ""fill_price"": 0.42, ""data"": {}, ""debug"": {}}}"
